Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning LWF with GRU Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155318117d10>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b432250>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.2429037, 'precision': 0.0761137162954279, 'recall': 0.19303307529908514, 'f1_score': 0.08884323986565648, 'confusion_matrix': array([[218,   0,  12,   0,   2],
       [164,   0,   8,   0,   1],
       [189,   0,   5,   0,   2],
       [127,   0,   6,   0,   2],
       [155,   0,   9,   0,   0]]), 'forgetting_measure': [0.22913188, 0.023162782, -0.2320126]}","{""Task 0 has these classes:"": [""bird"", ""happy"", ""three"", ""off"", ""seven""], ""Task 1 has these classes:"": [""bird"", ""yes"", ""tree"", ""right"", ""stop""], ""Task 2 has these classes:"": [""bird"", ""happy"", ""three"", ""off"", ""seven""]}"
"{'Name Experiment': 'Learning LWF with GRU Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155318117d10>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15533b432250>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.23666738, 'precision': 0.0744823803647333, 'recall': 0.19333185644661055, 'f1_score': 0.08971432075620461, 'confusion_matrix': array([[137,   0,  11,   0,   0],
       [112,   0,  12,   0,   0],
       [117,   0,   5,   0,   0],
       [118,   0,   5,   0,   0],
       [ 77,   0,   6,   0,   0]]), 'forgetting_measure': [0.2009424, -0.37105244, 0.15225042]}","{""Task 0 has these classes:"": [""bird"", ""happy"", ""three"", ""off"", ""seven""], ""Task 1 has these classes:"": [""bird"", ""yes"", ""tree"", ""right"", ""stop""], ""Task 2 has these classes:"": [""bird"", ""happy"", ""three"", ""off"", ""seven""]}"
"{'Name Experiment': 'Learning LWF with ECHO Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552257e6850>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15522579ad90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.20487085, 'precision': 0.04088888888888889, 'recall': 0.2, 'f1_score': 0.06789667896678966, 'confusion_matrix': array([[184,   0,   0,   0,   0],
       [245,   0,   0,   0,   0],
       [190,   0,   0,   0,   0],
       [143,   0,   0,   0,   0],
       [138,   0,   0,   0,   0]]), 'forgetting_measure': [0.17187798, -0.5758652, 0.36542797]}","{""Task 0 has these classes:"": [""seven"", ""on"", ""yes"", ""go"", ""right""], ""Task 1 has these classes:"": [""seven"", ""bird"", ""go"", ""down"", ""off""], ""Task 2 has these classes:"": [""seven"", ""on"", ""yes"", ""go"", ""right""]}"
"{'Name Experiment': 'Learning LWF with ECHO Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552257e6850>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15522579ad90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.17191455, 'precision': 0.03766666666666667, 'recall': 0.2, 'f1_score': 0.06339410939691445, 'confusion_matrix': array([[113,   0,   0,   0,   0],
       [169,   0,   0,   0,   0],
       [122,   0,   0,   0,   0],
       [103,   0,   0,   0,   0],
       [ 93,   0,   0,   0,   0]]), 'forgetting_measure': [0.12689786, -1.0642424, 0.51556075]}","{""Task 0 has these classes:"": [""seven"", ""on"", ""yes"", ""go"", ""right""], ""Task 1 has these classes:"": [""seven"", ""bird"", ""go"", ""down"", ""off""], ""Task 2 has these classes:"": [""seven"", ""on"", ""yes"", ""go"", ""right""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15520441a850>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15521fe08950>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.25653324, 'precision': 0.1084836071730824, 'recall': 0.2182311080989495, 'f1_score': 0.14436889077773057, 'confusion_matrix': array([[108,   0, 119,   0,   0],
       [ 63,   0,  92,   0,   0],
       [ 85,   0, 136,   0,   0],
       [ 76,   0,  64,   0,   0],
       [ 65,   0,  92,   0,   0]]), 'forgetting_measure': [0.25648987, 0.39285874, -1.2949622]}","{""Task 0 has these classes:"": [""bed"", ""down"", ""four"", ""cat"", ""off""], ""Task 1 has these classes:"": [""bed"", ""tree"", ""stop"", ""seven"", ""up""], ""Task 2 has these classes:"": [""bed"", ""down"", ""four"", ""cat"", ""off""]}"
"{'Name Experiment': 'Learning MAS with LSTM Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15520441a850>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15521fe08950>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.21239993, 'precision': 0.0838787492603887, 'recall': 0.16565673954208987, 'f1_score': 0.11098384815485199, 'confusion_matrix': array([[77,  0, 80,  0,  0],
       [59,  0, 39,  0,  0],
       [98,  0, 50,  0,  0],
       [59,  0, 44,  0,  0],
       [53,  0, 41,  0,  0]]), 'forgetting_measure': [0.22572313, 0.16242886, -0.17644349]}","{""Task 0 has these classes:"": [""bed"", ""down"", ""four"", ""cat"", ""off""], ""Task 1 has these classes:"": [""bed"", ""tree"", ""stop"", ""seven"", ""up""], ""Task 2 has these classes:"": [""bed"", ""down"", ""four"", ""cat"", ""off""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15521cbe2dd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15521cef93d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.29039773, 'precision': 0.3490436117075901, 'recall': 0.31514881256647936, 'f1_score': 0.30242179328308244, 'confusion_matrix': array([[128,  61,   6,  24,  28],
       [ 63, 113,   3,  14,  28],
       [ 43,  37,   6,  23,  16],
       [ 55,  34,   1,  41,  15],
       [ 59,  54,   1,  12,  35]]), 'forgetting_measure': [0.2363237, -0.22120936, -0.19981964]}","{""Task 0 has these classes:"": [""three"", ""sheila"", ""bird"", ""down"", ""two""], ""Task 1 has these classes:"": [""three"", ""right"", ""five"", ""off"", ""seven""], ""Task 2 has these classes:"": [""three"", ""sheila"", ""bird"", ""down"", ""two""]}"
"{'Name Experiment': 'Learning MAS with Dense Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15521cbe2dd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15521cef93d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.19786829, 'precision': 0.20237316911013786, 'recall': 0.21911580917889512, 'f1_score': 0.18440091863421587, 'confusion_matrix': array([[61, 42,  2, 18,  3],
       [49, 53,  2, 20, 16],
       [32, 48,  2, 22,  9],
       [36, 42,  1, 15,  7],
       [47, 47,  6, 12,  8]]), 'forgetting_measure': [0.22003384, 0.06372633, 0.1866531]}","{""Task 0 has these classes:"": [""three"", ""sheila"", ""bird"", ""down"", ""two""], ""Task 1 has these classes:"": [""three"", ""right"", ""five"", ""off"", ""seven""], ""Task 2 has these classes:"": [""three"", ""sheila"", ""bird"", ""down"", ""two""]}"
"{'Name Experiment': 'Learning LWF with ECHO Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15524f4af710>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15524f4adbd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.22669877, 'precision': 0.043555555555555556, 'recall': 0.2, 'f1_score': 0.07153284671532846, 'confusion_matrix': array([[196,   0,   0,   0,   0],
       [192,   0,   0,   0,   0],
       [188,   0,   0,   0,   0],
       [149,   0,   0,   0,   0],
       [175,   0,   0,   0,   0]]), 'forgetting_measure': [0.23519664, 0.10839261, -0.12156989]}","{""Task 0 has these classes:"": [""stop"", ""tree"", ""right"", ""marvel"", ""yes""], ""Task 1 has these classes:"": [""stop"", ""dog"", ""down"", ""bed"", ""up""], ""Task 2 has these classes:"": [""stop"", ""tree"", ""right"", ""marvel"", ""yes""]}"
"{'Name Experiment': 'Learning LWF with ECHO Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15524f4af710>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15524f4adbd0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.2466187, 'precision': 0.04566666666666667, 'recall': 0.2, 'f1_score': 0.07435549525101764, 'confusion_matrix': array([[137,   0,   0,   0,   0],
       [133,   0,   0,   0,   0],
       [108,   0,   0,   0,   0],
       [100,   0,   0,   0,   0],
       [122,   0,   0,   0,   0]]), 'forgetting_measure': [0.25599605, 0.109892346, -0.123459615]}","{""Task 0 has these classes:"": [""stop"", ""tree"", ""right"", ""marvel"", ""yes""], ""Task 1 has these classes:"": [""stop"", ""dog"", ""down"", ""bed"", ""up""], ""Task 2 has these classes:"": [""stop"", ""tree"", ""right"", ""marvel"", ""yes""]}"
