Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning LWF with LSTM Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15525b421750>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155267631c50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.59913196, 'precision': 0.2249989112514387, 'recall': 0.31209029402695395, 'f1_score': 0.2317271943742532, 'confusion_matrix': array([[  0, 101,  17,   2,   0],
       [  0, 173,  11,   4,   0],
       [  0,  78,  12,   2,   0],
       [  1,  89,  11,   1,   0],
       [  1,  86,  10,   1,   0]]), 'forgetting_measure': [0.59327402, -0.105291694, 0.13630834]}","{""Task 0 has these classes:"": [""down"", ""three"", ""five"", ""happy"", ""yes""], ""Task 1 has these classes:"": [""down"", ""no"", ""stop"", ""house"", ""five""], ""Task 2 has these classes:"": [""down"", ""three"", ""five"", ""happy"", ""yes""]}"
"{'Name Experiment': 'Learning EWC with ECHO Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15526c50aad0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15526bf61390>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.53834747, 'precision': 0.24577777777777778, 'recall': 0.3, 'f1_score': 0.17450271247739601, 'confusion_matrix': array([[206,   0,   0,   0,   0],
       [184,   0,   0,   0,   0],
       [161,   0,   0,   0,   0],
       [175,   0,   0,   0,   0],
       [174,   0,   0,   0,   0]]), 'forgetting_measure': [0.57515477, 0.40130842, -0.6703091]}","{""Task 0 has these classes:"": [""five"", ""sheila"", ""two"", ""three"", ""dog""], ""Task 1 has these classes:"": [""five"", ""down"", ""four"", ""six"", ""nine""], ""Task 2 has these classes:"": [""five"", ""sheila"", ""two"", ""three"", ""dog""]}"
"{'Name Experiment': 'Learning EWC with ECHO Model; with TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15526c50aad0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15526bf61390>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.58385955, 'precision': 0.25066666666666667, 'recall': 0.3, 'f1_score': 0.18085106382978724, 'confusion_matrix': array([[152,   0,   0,   0,   0],
       [113,   0,   0,   0,   0],
       [119,   0,   0,   0,   0],
       [104,   0,   0,   0,   0],
       [112,   0,   0,   0,   0]]), 'forgetting_measure': [0.40368865, 0.19588219, -0.24359885]}","{""Task 0 has these classes:"": [""five"", ""sheila"", ""two"", ""three"", ""dog""], ""Task 1 has these classes:"": [""five"", ""down"", ""four"", ""six"", ""nine""], ""Task 2 has these classes:"": [""five"", ""sheila"", ""two"", ""three"", ""dog""]}"
"{'Name Experiment': 'Learning EWC with DRNN Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155274573d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155273b81090>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.51419466, 'precision': 0.28728111593553873, 'recall': 0.29317003953069525, 'f1_score': 0.2724667126627911, 'confusion_matrix': array([[69, 11, 36, 99,  7],
       [56,  8, 34, 75,  2],
       [54,  5, 41, 80,  3],
       [68, 11, 49, 79,  3],
       [17, 11,  8, 73,  1]]), 'forgetting_measure': [0.50897833, -0.17013173, 0.22679509]}","{""Task 0 has these classes:"": [""right"", ""stop"", ""nine"", ""marvel"", ""five""], ""Task 1 has these classes:"": [""right"", ""six"", ""three"", ""right"", ""down""], ""Task 2 has these classes:"": [""right"", ""stop"", ""nine"", ""marvel"", ""five""]}"
"{'Name Experiment': 'Learning EWC with DRNN Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155274573d50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155273b81090>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.51872574, 'precision': 0.2792078609129823, 'recall': 0.3099817164268729, 'f1_score': 0.2704423785775154, 'confusion_matrix': array([[47,  0, 35, 73,  3],
       [27,  0, 23, 70,  5],
       [38,  0, 21, 63,  3],
       [35,  0, 20, 67,  2],
       [16,  0,  0, 49,  3]]), 'forgetting_measure': [0.48359844, -0.35627037, 0.10216286]}","{""Task 0 has these classes:"": [""right"", ""stop"", ""nine"", ""marvel"", ""five""], ""Task 1 has these classes:"": [""right"", ""six"", ""three"", ""right"", ""down""], ""Task 2 has these classes:"": [""right"", ""stop"", ""nine"", ""marvel"", ""five""]}"
"{'Name Experiment': 'Learning LWF with GRU Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15525b2cda50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15524e4cf8d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.53483503, 'precision': 0.24342977100459914, 'recall': 0.29762716568332914, 'f1_score': 0.23422611930393874, 'confusion_matrix': array([[ 26, 131,  19,   0,   5],
       [ 25, 175,  18,   0,   9],
       [ 29, 150,  11,   0,   6],
       [ 18,  86,  13,   0,   7],
       [ 26, 129,  14,   0,   3]]), 'forgetting_measure': [0.52086659, -0.119910285, 0.044725876]}","{""Task 0 has these classes:"": [""happy"", ""six"", ""down"", ""no"", ""cat""], ""Task 1 has these classes:"": [""happy"", ""cat"", ""one"", ""right"", ""house""], ""Task 2 has these classes:"": [""happy"", ""six"", ""down"", ""no"", ""cat""]}"
"{'Name Experiment': 'Learning LWF with GRU Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15525b2cda50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15524e4cf8d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.54263217, 'precision': 0.26771875485173107, 'recall': 0.311361915371318, 'f1_score': 0.26146305418719212, 'confusion_matrix': array([[ 22,  65,  12,   0,   8],
       [ 30, 113,  12,   0,   5],
       [ 19,  77,  13,   0,   9],
       [ 18,  69,   9,   0,   4],
       [ 24,  76,  11,   0,   4]]), 'forgetting_measure': [0.5100119, -0.54558647, 0.4045036]}","{""Task 0 has these classes:"": [""happy"", ""six"", ""down"", ""no"", ""cat""], ""Task 1 has these classes:"": [""happy"", ""cat"", ""one"", ""right"", ""house""], ""Task 2 has these classes:"": [""happy"", ""six"", ""down"", ""no"", ""cat""]}"
"{'Name Experiment': 'Learning LWF with Dense Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15526bdcab90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155273886c90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.508487, 'precision': 0.26417455517050256, 'recall': 0.28952323289214307, 'f1_score': 0.25399733563010548, 'confusion_matrix': array([[ 87,  82,  10,  33,   0],
       [ 96,  78,   9,  17,   0],
       [ 47,  67,   7,  13,   0],
       [104,  74,   3,  19,   0],
       [ 77,  57,   8,  12,   0]]), 'forgetting_measure': [0.5195093, 0.14593524, -0.16536249]}","{""Task 0 has these classes:"": [""three"", ""tree"", ""no"", ""go"", ""one""], ""Task 1 has these classes:"": [""three"", ""yes"", ""bed"", ""four"", ""house""], ""Task 2 has these classes:"": [""three"", ""tree"", ""no"", ""go"", ""one""]}"
"{'Name Experiment': 'Learning LWF with Dense Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15526bdcab90>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155273886c90>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.5281042, 'precision': 0.23761170535282002, 'recall': 0.30508493707319825, 'f1_score': 0.2477549102511766, 'confusion_matrix': array([[66, 72,  0, 18,  0],
       [52, 60,  0,  4,  0],
       [44, 45,  0, 10,  0],
       [62, 67,  0, 12,  0],
       [42, 37,  0,  9,  0]]), 'forgetting_measure': [0.50239228, -0.3397253, 0.22268018]}","{""Task 0 has these classes:"": [""three"", ""tree"", ""no"", ""go"", ""one""], ""Task 1 has these classes:"": [""three"", ""yes"", ""bed"", ""four"", ""house""], ""Task 2 has these classes:"": [""three"", ""tree"", ""no"", ""go"", ""one""]}"
"{'Name Experiment': 'Learning EWC with ECHO Model; no TEM (TIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552887bd150>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552889b9ed0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.79366612, 'precision': 0.237333333333333336, 'recall': 0.3, 'f1_score': 0.16292134831460675, 'confusion_matrix': array([[168,   0,   0,   0,   0],
       [220,   0,   0,   0,   0],
       [211,   0,   0,   0,   0],
       [150,   0,   0,   0,   0],
       [151,   0,   0,   0,   0]]), 'forgetting_measure': [0.4622125, -0.5817113, 0.36777335]}","{""Task 0 has these classes:"": [""marvel"", ""zero"", ""bird"", ""seven"", ""tree""], ""Task 1 has these classes:"": [""marvel"", ""three"", ""sheila"", ""zero"", ""bird""], ""Task 2 has these classes:"": [""marvel"", ""zero"", ""bird"", ""seven"", ""tree""]}"
