Hyperparameters,Results,Additional classes
"{'Name Experiment': 'Learning REPLAY with ECHO Model; with TEM (CIL) with 50 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15529414d890>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155294384110>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.52339668, 'precision': 0.144444444444444446, 'recall': 0.24285714285714285, 'f1_score': 0.16779661016949153, 'confusion_matrix': array([[280,   0,   0,   0,   0,   0,   0],
       [174,   0,   0,   0,   0,   0,   0],
       [224,   0,   0,   0,   0,   0,   0],
       [ 60,   0,   0,   0,   0,   0,   0],
       [ 62,   0,   0,   0,   0,   0,   0],
       [ 64,   0,   0,   0,   0,   0,   0],
       [ 36,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.50137404, 0.25615096, 0.09481219]}","{""Task 0 had these additional classes included:"": [""happy"", ""house"", ""left""], ""Task 1 had these additional classes included:"": [""marvel"", ""nine""], ""Task 2 had these additional classes included:"": [""no"", ""off""]}"
"{'Name Experiment': 'Learning REPLAY with ECHO Model; with TEM (CIL) with 50 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x15529414d890>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x155294384110>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.53595338, 'precision': 0.145714285714285714, 'recall': 0.24285714285714285, 'f1_score': 0.16926406926406926, 'confusion_matrix': array([[192,   0,   0,   0,   0,   0,   0],
       [122,   0,   0,   0,   0,   0,   0],
       [134,   0,   0,   0,   0,   0,   0],
       [ 33,   0,   0,   0,   0,   0,   0],
       [ 52,   0,   0,   0,   0,   0,   0],
       [ 47,   0,   0,   0,   0,   0,   0],
       [ 20,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.56770623, 0.39243987, 0.09911833]}","{""Task 0 had these additional classes included:"": [""happy"", ""house"", ""left""], ""Task 1 had these additional classes included:"": [""marvel"", ""nine""], ""Task 2 had these additional classes included:"": [""no"", ""off""]}"
"{'Name Experiment': 'Learning EWC with GRU Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ba0c1950>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552b9939f10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.52571146, 'precision': 0.31122240714181084, 'recall': 0.2781664104868381, 'f1_score': 0.26846503767474022, 'confusion_matrix': array([[ 78,  42,  73,   0,   0,   3,  10,   1,   0],
       [ 73,  64,  65,   1,   1,   4,  18,   0,   0],
       [ 60,  32, 125,   2,   1,   4,  10,   0,   1],
       [ 33,  12,  26,   3,   0,   0,   7,   1,   0],
       [ 35,   2,   8,   0,   0,   1,   4,   0,   0],
       [  3,  22,   8,   0,   0,   3,   4,   0,   0],
       [  5,  17,  15,   0,   0,   5,  18,   0,   0],
       [  0,   0,   0,   0,   0,   0,   0,   0,   0],
       [  0,   0,   0,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.4850855, 0.13926342, 0.21379964]}","{""Task 0 had these additional classes included:"": [""seven"", ""sheila"", ""six""], ""Task 1 had these additional classes included:"": [""stop"", ""three""], ""Task 2 had these additional classes included:"": [""tree"", ""two""]}"
"{'Name Experiment': 'Learning EWC with GRU Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ba0c1950>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552b9939f10>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.50686232, 'precision': 0.388342742519771, 'recall': 0.27405091198293962, 'f1_score': 0.26828755156610994, 'confusion_matrix': array([[51, 46, 42,  0,  1,  5,  3],
       [43, 46, 45,  1,  0,  5, 15],
       [38, 43, 52,  0,  0,  5,  5],
       [16,  2, 12,  1,  0,  0,  1],
       [20,  8, 21,  0,  1,  2,  3],
       [ 3, 17,  4,  0,  0,  1,  3],
       [ 4, 21,  5,  0,  0,  4,  5]]), 'forgetting_measure': [0.51601968, 0.31661457, 0.22524025]}","{""Task 0 had these additional classes included:"": [""seven"", ""sheila"", ""six""], ""Task 1 had these additional classes included:"": [""stop"", ""three""], ""Task 2 had these additional classes included:"": [""tree"", ""two""]}"
"{'Name Experiment': 'Learning EWC with DRNN Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552b9b60fd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15529ded9510>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.43620869, 'precision': 0.28789286429668348, 'recall': 0.24750181827223732, 'f1_score': 0.16309068075378187, 'confusion_matrix': array([[200,   0,   1,   0,   0,   0,   0],
       [333,  10,   0,   0,   0,   0,   0],
       [116,   3,   1,   0,   0,   0,   0],
       [ 84,   0,   0,   0,   0,   0,   0],
       [ 50,   2,   0,   0,   0,   0,   0],
       [ 51,   1,   0,   0,   0,   0,   0],
       [ 47,   1,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.4333996, 0.29207036, 0.41021535]}","{""Task 0 had these additional classes included:"": [""four"", ""go"", ""happy""], ""Task 1 had these additional classes included:"": [""house"", ""left""], ""Task 2 had these additional classes included:"": [""marvel"", ""nine""]}"
"{'Name Experiment': 'Learning EWC with DRNN Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552b9b60fd0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15529ded9510>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.42062072, 'precision': 0.20452664881966414, 'recall': 0.24580110095302762, 'f1_score': 0.161222006265450664, 'confusion_matrix': array([[136,   1,   0,   0,   0,   0,   0],
       [209,   6,   0,   0,   0,   0,   0],
       [ 82,   1,   0,   0,   0,   0,   0],
       [ 56,   2,   0,   0,   0,   0,   0],
       [ 39,   1,   0,   0,   0,   0,   0],
       [ 30,   1,   0,   0,   0,   0,   0],
       [ 35,   0,   1,   0,   0,   0,   0]]), 'forgetting_measure': [0.42629976, 0.49193856, -0.02413888]}","{""Task 0 had these additional classes included:"": [""four"", ""go"", ""happy""], ""Task 1 had these additional classes included:"": [""house"", ""left""], ""Task 2 had these additional classes included:"": [""marvel"", ""nine""]}"
"{'Name Experiment': 'Learning EWC with DRNN Model; no TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ad139590>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15529d452b50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.59321116, 'precision': 0.22860363987759701, 'recall': 0.24601176201895627, 'f1_score': 0.19092579621580768, 'confusion_matrix': array([[  5, 134,   0,   0,   0,   0,   0],
       [  2, 355,   3,   0,   0,   0,   0],
       [  3, 170,   0,   0,   0,   0,   0],
       [  0,  46,   0,   0,   0,   0,   0],
       [  0,  82,   0,   0,   0,   0,   0],
       [  0,  57,   0,   0,   0,   0,   0],
       [  0,  43,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.6119504, 0.32947588, 0.054961886]}","{""Task 0 had these additional classes included:"": [""nine"", ""no"", ""off""], ""Task 1 had these additional classes included:"": [""on"", ""one""], ""Task 2 had these additional classes included:"": [""right"", ""seven""]}"
"{'Name Experiment': 'Learning EWC with DRNN Model; no TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ad139590>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x15529d452b50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.62466834, 'precision': 0.15714285714285715, 'recall': 0.24285714285714285, 'f1_score': 0.1816326530612245, 'confusion_matrix': array([[  0, 102,   0,   0,   0,   0,   0],
       [  0, 240,   0,   0,   0,   0,   0],
       [  0, 101,   0,   0,   0,   0,   0],
       [  0,  26,   0,   0,   0,   0,   0],
       [  0,  64,   0,   0,   0,   0,   0],
       [  0,  31,   0,   0,   0,   0,   0],
       [  0,  36,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.70011995, 0.3658596, 0.22922929]}","{""Task 0 had these additional classes included:"": [""nine"", ""no"", ""off""], ""Task 1 had these additional classes included:"": [""on"", ""one""], ""Task 2 had these additional classes included:"": [""right"", ""seven""]}"
"{'Name Experiment': 'Learning GEM with Dense Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155316df13d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d5b45a50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.45455466, 'precision': 0.20582306830907054, 'recall': 0.24385048313619744, 'f1_score': 0.158625458451921186, 'confusion_matrix': array([[215,   1,   0,   0,   0,   0,   0],
       [256,   3,   0,   0,   0,   0,   0],
       [187,   2,   0,   0,   0,   0,   0],
       [ 49,   0,   1,   0,   0,   0,   0],
       [ 86,   0,   0,   0,   0,   0,   0],
       [ 59,   0,   0,   0,   0,   0,   0],
       [ 41,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.45495627, 0.4390861, -0.052776933]}","{""Task 0 had these additional classes included:"": [""dog"", ""down"", ""eight""], ""Task 1 had these additional classes included:"": [""five"", ""four""], ""Task 2 had these additional classes included:"": [""go"", ""happy""]}"
"{'Name Experiment': 'Learning GEM with Dense Model; with TEM (CIL) with 500 chunks', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x155316df13d0>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552d5b45a50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 500, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 3, 'Class Incremental Case': (True, 0.35, 75, (True, 0.9), (60, 0.02), 0.4, 3), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.40832187, 'precision': 0.13124254710231338, 'recall': 0.24177489177489178, 'f1_score': 0.15120187609927691, 'confusion_matrix': array([[131,   0,   1,   0,   0,   0,   0],
       [172,   0,   0,   0,   0,   0,   0],
       [132,   0,   0,   0,   0,   0,   0],
       [ 26,   0,   0,   0,   0,   0,   0],
       [ 71,   0,   0,   0,   0,   0,   0],
       [ 38,   0,   0,   0,   0,   0,   0],
       [ 29,   0,   0,   0,   0,   0,   0]]), 'forgetting_measure': [0.35596732, 0.22812161, 0.13236977]}","{""Task 0 had these additional classes included:"": [""dog"", ""down"", ""eight""], ""Task 1 had these additional classes included:"": [""five"", ""four""], ""Task 2 had these additional classes included:"": [""go"", ""happy""]}"
