Hyperparameters,Results,Classes in task
"{'Name Experiment': 'Learning EWC with Dense Model; no TEM (DIL) with 50 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c7b25190>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552c99d3390>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.39353075, 'precision': 0.40822402446638355, 'recall': 0.40229147826809263, 'f1_score': 0.3782812272702415, 'confusion_matrix': array([[ 4, 59, 57,  6, 30],
       [ 5, 86, 63,  6, 53],
       [ 7, 94, 65,  9, 35],
       [ 4, 61, 41,  8, 45],
       [ 7, 56, 59,  4, 36]]), 'forgetting_measure': [0.41620013, 0.3641027, -0.6504887]}","{""Every task  has these classes:"": [""five"", ""zero"", ""bird"", ""up"", ""happy""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; no TEM (DIL) with 50 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c7b25190>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552c99d3390>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4280222, 'precision': 0.42803615996211174, 'recall': 0.41214910619603092, 'f1_score': 0.3754942631234928, 'confusion_matrix': array([[ 1, 45, 21,  4, 34],
       [ 0, 69, 29,  2, 38],
       [ 2, 70, 28,  5, 33],
       [ 0, 50, 14,  3, 29],
       [ 1, 56, 25,  2, 39]]), 'forgetting_measure': [0.45756282, 0.104752585, 0.15032002]}","{""Every task  has these classes:"": [""five"", ""zero"", ""bird"", ""up"", ""happy""]}"
"{'Name Experiment': 'Learning Blanco with LSTM Model; with TEM (DIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ee6dd650>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552da0946d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4969163, 'precision': 0.605175162055896, 'recall': 0.43919370136789092, 'f1_score': 0.3935049734313293, 'confusion_matrix': array([[  4,  60,  84,   9,   2],
       [  1,  92, 140,   2,   0],
       [  0,  74, 139,   0,   2],
       [  0,  47,  79,  16,   0],
       [  1,  54,  76,  15,   3]]), 'forgetting_measure': [0.46488647, 0.04373526, -0.4708189]}","{""Every task  has these classes:"": [""tree"", ""on"", ""one"", ""off"", ""bed""]}"
"{'Name Experiment': 'Learning Blanco with LSTM Model; with TEM (DIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ee6dd650>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552da0946d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4982582, 'precision': 0.3794767511921362, 'recall': 0.40572229409715784, 'f1_score': 0.36857942781855825, 'confusion_matrix': array([[ 0, 50, 36, 11,  0],
       [ 2, 78, 73,  4,  2],
       [ 3, 89, 90,  9,  3],
       [ 0, 26, 34,  4,  0],
       [ 0, 46, 35,  4,  1]]), 'forgetting_measure': [0.51805536, 0.070682645, 0.048818644]}","{""Every task  has these classes:"": [""tree"", ""on"", ""one"", ""off"", ""bed""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; with TEM (DIL) with 50 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552b0a4af50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552afeabe50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.42148898, 'precision': 0.24404894327030033, 'recall': 0.39899497487437184, 'f1_score': 0.2721311475409836, 'confusion_matrix': array([[  0,   0, 210,   0,   0],
       [  0,   0, 178,   0,   0],
       [  0,   1, 198,   0,   0],
       [  0,   0, 148,   0,   0],
       [  0,   0, 165,   0,   0]]), 'forgetting_measure': [0.41193725, -0.03639315, -0.06022808]}","{""Every task  has these classes:"": [""no"", ""cat"", ""wow"", ""zero"", ""five""]}"
"{'Name Experiment': 'Learning EWC with Dense Model; with TEM (DIL) with 50 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552b0a4af50>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552afeabe50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4248433, 'precision': 0.25266666666666666, 'recall': 0.4, 'f1_score': 0.28337730870712401, 'confusion_matrix': array([[  0,   0, 141,   0,   0],
       [  0,   0, 129,   0,   0],
       [  0,   0, 158,   0,   0],
       [  0,   0,  85,   0,   0],
       [  0,   0,  87,   0,   0]]), 'forgetting_measure': [0.43224135, 0.09556501, -0.105662666]}","{""Every task  has these classes:"": [""no"", ""cat"", ""wow"", ""zero"", ""five""]}"
"{'Name Experiment': 'Learning EWC with LSTM Model; no TEM (DIL) with 50 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c55ed190>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a7e83390>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.39805129, 'precision': 0.32436147186147187, 'recall': 0.4018237501379539, 'f1_score': 0.33680254481561965, 'confusion_matrix': array([[ 74, 125,   9,   0,   0],
       [ 74, 139,   6,   2,   0],
       [ 56, 104,   4,   0,   0],
       [ 51,  99,   5,   0,   0],
       [ 53,  93,   6,   0,   0]]), 'forgetting_measure': [0.39255157, 0.023827966, -0.1365976]}","{""Every task  has these classes:"": [""bed"", ""down"", ""marvel"", ""house"", ""six""]}"
"{'Name Experiment': 'Learning EWC with LSTM Model; no TEM (DIL) with 50 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552c55ed190>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a7e83390>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.48125387, 'precision': 0.3105, 'recall': 0.42712215320910972, 'f1_score': 0.34163656088389878, 'confusion_matrix': array([[64, 97,  0,  0,  0],
       [33, 93,  0,  0,  0],
       [31, 72,  0,  0,  0],
       [42, 78,  0,  0,  0],
       [30, 60,  0,  0,  0]]), 'forgetting_measure': [0.50553657, -0.12452983, 0.43350253]}","{""Every task  has these classes:"": [""bed"", ""down"", ""marvel"", ""house"", ""six""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; no TEM (DIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ddfd5090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552ee5f78d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.4543215, 'precision': 0.39783236607993504, 'recall': 0.41093509141228753, 'f1_score': 0.36561005297541273, 'confusion_matrix': array([[  0,  36,  86,   4,   2],
       [  0,  58, 136,   4,   7],
       [  0,  64, 155,   5,  12],
       [  0,  21, 124,  14,   6],
       [  0,  32, 110,  19,   5]]), 'forgetting_measure': [0.51665942, 0.33930254, -0.1332251]}","{""Every task  has these classes:"": [""three"", ""off"", ""right"", ""stop"", ""on""]}"
"{'Name Experiment': 'Learning Blanco with GRU Model; no TEM (DIL) with 10 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552ddfd5090>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552ee5f78d0>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': False, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 10, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.43504278, 'precision': 0.41424122023963096, 'recall': 0.41802922808467645, 'f1_score': 0.36779501349344267, 'confusion_matrix': array([[ 0, 36, 66,  5,  1],
       [ 0, 32, 67,  4,  2],
       [ 0, 44, 96,  9,  4],
       [ 0, 28, 77, 16,  1],
       [ 0, 20, 77, 12,  3]]), 'forgetting_measure': [0.43846933, 0.08132869, -0.13013385]}","{""Every task  has these classes:"": [""three"", ""off"", ""right"", ""stop"", ""on""]}"
"{'Name Experiment': 'Learning EWC with LSTM Model; with TEM (DIL) with 50 chunk', 'Optimizer': <keras.src.optimizers.adam.Adam object at 0x1552a0e5d190>, 'Loss function': <keras.src.losses.SparseCategoricalCrossentropy object at 0x1552a1810a50>, 'Number of epochs per task': 300, 'Learning_rate': 5e-05, 'Embedding dimension chunk- and task-embeddings': 100, 'Use a seperate task embedding model': True, 'Initialize task embedding model with zero bias (True), or random bias (False)': True, 'Target network dimension': (416, 832), 'Convolutional layers': [(16, (4, 4), 1), (64, (5, 5), 16), (64, (3, 3), 64), (32, (3, 3), 64)], 'A final trainable soft max layer in the target network?': True, 'Dropout rate in target network': 0.3, ""Number of 'chunks'"": 50, 'Hypernetwork dimension': (200, 250), 'Number (initial) classes': 5, 'Class Incremental Case': (False, 50, 1, (True, 0.9), (10, 0.01), 0.4, 6), 'Testing while training': True, 'L2 regularization strenght': 1e-05, 'Validation accuracy': 300, 'Max attempts when using validation accuracy': 1}","{'accuracy': 0.49019085, 'precision': 0.5311183027687882, 'recall': 0.4902670797274222, 'f1_score': 0.45391963041284576, 'confusion_matrix': array([[  0,  59,  66,   7,   3],
       [  2,  95, 106,   8,   1],
       [  0,  56, 180,  21,   1],
       [  1,  30,  91,  43,   1],
       [  0,  69,  43,  11,   6]]), 'forgetting_measure': [0.46211593, 0.40474728, -1.8997331]}","{""Every task  has these classes:"": [""three"", ""six"", ""off"", ""eight"", ""five""]}"
